"","...1","bermuda","somer","somers","summer_islands","summer_isles"
"1","A17848",0,7.316562821,0,0,0
"2","A02495",26.02799839,0,0,0,0
"3","A14114",6.112590017,0,0,0,0
"4","A19860",30.60777484,0,0,0,0
"5","A19857",21.3018056,0,0,0,0
"6","A19855",37.98935427,0,0,0,0
"7","A14827",6.112590017,0,0,0,0
"8","A11404",6.112590017,0,0,0,0
"9","A03886",23.43086162,0,0,0,0
