"","...1","bermuda","somer","somers","summer_islands","summer_isles"
"1","A02753",44.14041268,0,0,0,0
"2","A10354",9.925894266,0,0,0,0
"3","A20114",5.862393051,0,0,0,0
"4","A05569",5.862393051,0,0,0,0
"5","A10376",5.862393051,0,0,0,0
"6","A19854",5.862393051,0,0,0,0
"7","A19859",5.862393051,0,0,0,0
